Initial,Final,Cost Function,Algorithm,Objective Found,Path Cost,Generated Nodes,Visited Nodes,Randomization
"(4,3)","(3,13)",c2,DFS,True,3185,739,373,True
"(4,3)","(3,13)",c2,BFS,True,115,296,146,True
"(4,3)","(3,13)",c3,DFS,True,1128,274,103,True
"(4,3)","(3,13)",c3,BFS,True,113,319,157,True
"(4,3)","(3,13)",c4,DFS,True,183,55,20,True
"(4,3)","(3,13)",c4,BFS,True,112,291,143,True
"(5,26)","(5,2)",c1,DFS,True,1420,398,190,True
"(5,26)","(5,2)",c1,BFS,True,240,1094,544,True
"(5,26)","(5,2)",c2,DFS,True,4120,1724,1239,True
"(5,26)","(5,2)",c2,BFS,True,240,1092,543,True
"(5,26)","(5,2)",c3,DFS,True,5332,1741,1104,True
"(5,26)","(5,2)",c3,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c4,DFS,True,2461,571,250,True
"(5,26)","(5,2)",c4,BFS,True,240,1090,542,True
"(5,26)","(5,2)",c1,DFS,True,5740,1523,743,True
"(5,26)","(5,2)",c1,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c2,DFS,True,5410,1269,667,True
"(5,26)","(5,2)",c2,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c3,DFS,True,4481,1775,1210,True
"(5,26)","(5,2)",c3,BFS,True,240,1094,544,True
"(5,26)","(5,2)",c4,DFS,True,2688,1819,1475,True
"(5,26)","(5,2)",c4,BFS,True,240,1087,540,True
"(5,26)","(5,2)",c1,DFS,True,4160,1456,847,True
"(5,26)","(5,2)",c1,BFS,True,240,1087,540,True
"(5,26)","(5,2)",c2,DFS,True,1320,271,110,True
"(5,26)","(5,2)",c2,BFS,True,240,1083,538,True
"(5,26)","(5,2)",c3,DFS,True,6068,1663,929,True
"(5,26)","(5,2)",c3,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c4,DFS,True,1743,520,239,True
"(5,26)","(5,2)",c4,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c1,DFS,True,2480,681,340,True
"(5,26)","(5,2)",c1,BFS,True,240,1087,540,True
"(5,26)","(5,2)",c2,DFS,True,3720,1779,1399,True
"(5,26)","(5,2)",c2,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c3,DFS,True,3063,713,336,True
"(5,26)","(5,2)",c3,BFS,True,240,1085,539,True
"(5,26)","(5,2)",c4,DFS,True,3903,1099,536,True
"(5,26)","(5,2)",c4,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c1,DFS,True,3560,1498,989,True
"(5,26)","(5,2)",c1,BFS,True,240,1092,543,True
"(5,26)","(5,2)",c2,DFS,True,2530,1785,1505,True
"(5,26)","(5,2)",c2,BFS,True,240,1081,537,True
"(5,26)","(5,2)",c3,DFS,True,4203,1715,1164,True
"(5,26)","(5,2)",c3,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c4,DFS,True,937,232,102,True
"(5,26)","(5,2)",c4,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c1,DFS,True,3720,1036,523,True
"(5,26)","(5,2)",c1,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c2,DFS,True,1920,365,157,True
"(5,26)","(5,2)",c2,BFS,True,240,1087,540,True
"(5,26)","(5,2)",c3,DFS,True,3942,943,436,True
"(5,26)","(5,2)",c3,BFS,True,240,1094,544,True
"(5,26)","(5,2)",c4,DFS,True,2500,736,370,True
"(5,26)","(5,2)",c4,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c1,DFS,True,2880,776,343,True
"(5,26)","(5,2)",c1,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c2,DFS,True,5480,1653,1044,True
"(5,26)","(5,2)",c2,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c3,DFS,True,1356,1778,1600,True
"(5,26)","(5,2)",c3,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c4,DFS,True,3093,861,409,True
"(5,26)","(5,2)",c4,BFS,True,240,1085,539,True
"(5,26)","(5,2)",c1,DFS,True,3600,920,395,True
"(5,26)","(5,2)",c1,BFS,True,240,1081,537,True
"(5,26)","(5,2)",c2,DFS,True,4210,1078,605,True
"(5,26)","(5,2)",c2,BFS,True,240,1087,540,True
"(5,26)","(5,2)",c3,DFS,True,5582,1402,695,True
"(5,26)","(5,2)",c3,BFS,True,240,1087,540,True
"(5,26)","(5,2)",c4,DFS,True,806,223,94,True
"(5,26)","(5,2)",c4,BFS,True,240,1094,544,True
"(5,26)","(5,2)",c1,DFS,True,3480,1621,1119,True
"(5,26)","(5,2)",c1,BFS,True,240,1079,536,True
"(5,26)","(5,2)",c2,DFS,True,3100,743,405,True
"(5,26)","(5,2)",c2,BFS,True,240,1087,540,True
"(5,26)","(5,2)",c3,DFS,True,5357,1321,646,True
"(5,26)","(5,2)",c3,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c4,DFS,True,1830,1420,1153,True
"(5,26)","(5,2)",c4,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c1,DFS,True,1840,491,204,True
"(5,26)","(5,2)",c1,BFS,True,240,1087,540,True
"(5,26)","(5,2)",c2,DFS,True,3940,1260,800,True
"(5,26)","(5,2)",c2,BFS,True,240,1081,537,True
"(5,26)","(5,2)",c3,DFS,True,1840,416,194,True
"(5,26)","(5,2)",c3,BFS,True,240,1097,545,True
"(5,26)","(5,2)",c4,DFS,True,1945,502,217,True
"(5,26)","(5,2)",c4,BFS,True,240,1085,539,True
